img_path,table_mask,col_mask,original_height,original_width,hasTable,table_count,col_count,table_bboxes,col_bboxes
marmot_processed\image_v2\10.1.1.101.6521_18.jpg,marmot_processed\table_mask\10.1.1.101.6521_18_table_mask.png,marmot_processed\col_mask\10.1.1.101.6521_18_col_mask.png,1056,816,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.101.6521_31.jpg,marmot_processed\table_mask\10.1.1.101.6521_31_table_mask.png,marmot_processed\col_mask\10.1.1.101.6521_31_col_mask.png,1056,816,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.101.6521_38.jpg,marmot_processed\table_mask\10.1.1.101.6521_38_table_mask.png,marmot_processed\col_mask\10.1.1.101.6521_38_col_mask.png,1056,816,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.102.4697_10.jpg,marmot_processed\table_mask\10.1.1.102.4697_10_table_mask.png,marmot_processed\col_mask\10.1.1.102.4697_10_col_mask.png,1123,793,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.102.4697_18.jpg,marmot_processed\table_mask\10.1.1.102.4697_18_table_mask.png,marmot_processed\col_mask\10.1.1.102.4697_18_col_mask.png,1123,793,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.102.4697_30.jpg,marmot_processed\table_mask\10.1.1.102.4697_30_table_mask.png,marmot_processed\col_mask\10.1.1.102.4697_30_col_mask.png,1123,793,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.102.4697_50.jpg,marmot_processed\table_mask\10.1.1.102.4697_50_table_mask.png,marmot_processed\col_mask\10.1.1.102.4697_50_col_mask.png,1123,793,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.103.1744_3.jpg,marmot_processed\table_mask\10.1.1.103.1744_3_table_mask.png,marmot_processed\col_mask\10.1.1.103.1744_3_col_mask.png,1056,816,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.106.9602_20.jpg,marmot_processed\table_mask\10.1.1.106.9602_20_table_mask.png,marmot_processed\col_mask\10.1.1.106.9602_20_col_mask.png,1123,793,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.106.9602_28.jpg,marmot_processed\table_mask\10.1.1.106.9602_28_table_mask.png,marmot_processed\col_mask\10.1.1.106.9602_28_col_mask.png,1123,793,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.106.9602_34.jpg,marmot_processed\table_mask\10.1.1.106.9602_34_table_mask.png,marmot_processed\col_mask\10.1.1.106.9602_34_col_mask.png,1123,793,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.110.7699_13.jpg,marmot_processed\table_mask\10.1.1.110.7699_13_table_mask.png,marmot_processed\col_mask\10.1.1.110.7699_13_col_mask.png,1056,816,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.110.7699_17.jpg,marmot_processed\table_mask\10.1.1.110.7699_17_table_mask.png,marmot_processed\col_mask\10.1.1.110.7699_17_col_mask.png,1056,816,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.110.7699_8.jpg,marmot_processed\table_mask\10.1.1.110.7699_8_table_mask.png,marmot_processed\col_mask\10.1.1.110.7699_8_col_mask.png,1056,816,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.112.1737_25.jpg,marmot_processed\table_mask\10.1.1.112.1737_25_table_mask.png,marmot_processed\col_mask\10.1.1.112.1737_25_col_mask.png,1056,816,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.112.1737_4.jpg,marmot_processed\table_mask\10.1.1.112.1737_4_table_mask.png,marmot_processed\col_mask\10.1.1.112.1737_4_col_mask.png,1056,816,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.113.137_2.jpg,marmot_processed\table_mask\10.1.1.113.137_2_table_mask.png,marmot_processed\col_mask\10.1.1.113.137_2_col_mask.png,1056,816,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.113.137_3.jpg,marmot_processed\table_mask\10.1.1.113.137_3_table_mask.png,marmot_processed\col_mask\10.1.1.113.137_3_col_mask.png,1056,816,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.12.1775_20.jpg,marmot_processed\table_mask\10.1.1.12.1775_20_table_mask.png,marmot_processed\col_mask\10.1.1.12.1775_20_col_mask.png,1123,793,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.12.5364_3.jpg,marmot_processed\table_mask\10.1.1.12.5364_3_table_mask.png,marmot_processed\col_mask\10.1.1.12.5364_3_col_mask.png,1056,816,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.12.9006_5.jpg,marmot_processed\table_mask\10.1.1.12.9006_5_table_mask.png,marmot_processed\col_mask\10.1.1.12.9006_5_col_mask.png,1123,793,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.13.2927_6.jpg,marmot_processed\table_mask\10.1.1.13.2927_6_table_mask.png,marmot_processed\col_mask\10.1.1.13.2927_6_col_mask.png,1056,816,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.138.4863_11.jpg,marmot_processed\table_mask\10.1.1.138.4863_11_table_mask.png,marmot_processed\col_mask\10.1.1.138.4863_11_col_mask.png,1056,816,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.138.4863_22.jpg,marmot_processed\table_mask\10.1.1.138.4863_22_table_mask.png,marmot_processed\col_mask\10.1.1.138.4863_22_col_mask.png,1056,816,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.138.4863_67.jpg,marmot_processed\table_mask\10.1.1.138.4863_67_table_mask.png,marmot_processed\col_mask\10.1.1.138.4863_67_col_mask.png,1056,816,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.140.3847_5.jpg,marmot_processed\table_mask\10.1.1.140.3847_5_table_mask.png,marmot_processed\col_mask\10.1.1.140.3847_5_col_mask.png,1123,794,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.140.3847_6.jpg,marmot_processed\table_mask\10.1.1.140.3847_6_table_mask.png,marmot_processed\col_mask\10.1.1.140.3847_6_col_mask.png,1123,794,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.140.3847_8.jpg,marmot_processed\table_mask\10.1.1.140.3847_8_table_mask.png,marmot_processed\col_mask\10.1.1.140.3847_8_col_mask.png,1123,794,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.140.3847_9.jpg,marmot_processed\table_mask\10.1.1.140.3847_9_table_mask.png,marmot_processed\col_mask\10.1.1.140.3847_9_col_mask.png,1123,794,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.140.4105_3.jpg,marmot_processed\table_mask\10.1.1.140.4105_3_table_mask.png,marmot_processed\col_mask\10.1.1.140.4105_3_col_mask.png,1056,816,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.140.5435_4.jpg,marmot_processed\table_mask\10.1.1.140.5435_4_table_mask.png,marmot_processed\col_mask\10.1.1.140.5435_4_col_mask.png,1123,793,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.140.5435_5.jpg,marmot_processed\table_mask\10.1.1.140.5435_5_table_mask.png,marmot_processed\col_mask\10.1.1.140.5435_5_col_mask.png,1123,793,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.141.6335_14.jpg,marmot_processed\table_mask\10.1.1.141.6335_14_table_mask.png,marmot_processed\col_mask\10.1.1.141.6335_14_col_mask.png,1123,794,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.141.6335_15.jpg,marmot_processed\table_mask\10.1.1.141.6335_15_table_mask.png,marmot_processed\col_mask\10.1.1.141.6335_15_col_mask.png,1123,794,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.141.6335_20.jpg,marmot_processed\table_mask\10.1.1.141.6335_20_table_mask.png,marmot_processed\col_mask\10.1.1.141.6335_20_col_mask.png,1123,794,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.142.4986_24.jpg,marmot_processed\table_mask\10.1.1.142.4986_24_table_mask.png,marmot_processed\col_mask\10.1.1.142.4986_24_col_mask.png,1123,794,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.142.4986_7.jpg,marmot_processed\table_mask\10.1.1.142.4986_7_table_mask.png,marmot_processed\col_mask\10.1.1.142.4986_7_col_mask.png,1123,794,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.143.1869_21.jpg,marmot_processed\table_mask\10.1.1.143.1869_21_table_mask.png,marmot_processed\col_mask\10.1.1.143.1869_21_col_mask.png,1056,816,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.143.1869_37.jpg,marmot_processed\table_mask\10.1.1.143.1869_37_table_mask.png,marmot_processed\col_mask\10.1.1.143.1869_37_col_mask.png,1056,816,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.143.1869_7.jpg,marmot_processed\table_mask\10.1.1.143.1869_7_table_mask.png,marmot_processed\col_mask\10.1.1.143.1869_7_col_mask.png,1056,816,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.143.8311_15.jpg,marmot_processed\table_mask\10.1.1.143.8311_15_table_mask.png,marmot_processed\col_mask\10.1.1.143.8311_15_col_mask.png,1056,816,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.143.8311_29.jpg,marmot_processed\table_mask\10.1.1.143.8311_29_table_mask.png,marmot_processed\col_mask\10.1.1.143.8311_29_col_mask.png,1056,816,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.143.8311_6.jpg,marmot_processed\table_mask\10.1.1.143.8311_6_table_mask.png,marmot_processed\col_mask\10.1.1.143.8311_6_col_mask.png,1056,816,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.144.1510_7.jpg,marmot_processed\table_mask\10.1.1.144.1510_7_table_mask.png,marmot_processed\col_mask\10.1.1.144.1510_7_col_mask.png,1056,816,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.144.3538_10.jpg,marmot_processed\table_mask\10.1.1.144.3538_10_table_mask.png,marmot_processed\col_mask\10.1.1.144.3538_10_col_mask.png,1056,816,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.144.3538_7.jpg,marmot_processed\table_mask\10.1.1.144.3538_7_table_mask.png,marmot_processed\col_mask\10.1.1.144.3538_7_col_mask.png,1056,816,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.144.3901_8.jpg,marmot_processed\table_mask\10.1.1.144.3901_8_table_mask.png,marmot_processed\col_mask\10.1.1.144.3901_8_col_mask.png,1056,816,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.144.5167_9.jpg,marmot_processed\table_mask\10.1.1.144.5167_9_table_mask.png,marmot_processed\col_mask\10.1.1.144.5167_9_col_mask.png,1056,816,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.145.74_12.jpg,marmot_processed\table_mask\10.1.1.145.74_12_table_mask.png,marmot_processed\col_mask\10.1.1.145.74_12_col_mask.png,1056,816,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.145.74_14.jpg,marmot_processed\table_mask\10.1.1.145.74_14_table_mask.png,marmot_processed\col_mask\10.1.1.145.74_14_col_mask.png,1056,816,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.145.74_17.jpg,marmot_processed\table_mask\10.1.1.145.74_17_table_mask.png,marmot_processed\col_mask\10.1.1.145.74_17_col_mask.png,1056,816,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.145.74_2.jpg,marmot_processed\table_mask\10.1.1.145.74_2_table_mask.png,marmot_processed\col_mask\10.1.1.145.74_2_col_mask.png,1056,816,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.145.74_9.jpg,marmot_processed\table_mask\10.1.1.145.74_9_table_mask.png,marmot_processed\col_mask\10.1.1.145.74_9_col_mask.png,1056,816,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.147.4060_2.jpg,marmot_processed\table_mask\10.1.1.147.4060_2_table_mask.png,marmot_processed\col_mask\10.1.1.147.4060_2_col_mask.png,1123,793,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.147.4127_9.jpg,marmot_processed\table_mask\10.1.1.147.4127_9_table_mask.png,marmot_processed\col_mask\10.1.1.147.4127_9_col_mask.png,1123,793,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.147.6776_3.jpg,marmot_processed\table_mask\10.1.1.147.6776_3_table_mask.png,marmot_processed\col_mask\10.1.1.147.6776_3_col_mask.png,888,586,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.147.6776_4.jpg,marmot_processed\table_mask\10.1.1.147.6776_4_table_mask.png,marmot_processed\col_mask\10.1.1.147.6776_4_col_mask.png,888,586,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.148.3166_10.jpg,marmot_processed\table_mask\10.1.1.148.3166_10_table_mask.png,marmot_processed\col_mask\10.1.1.148.3166_10_col_mask.png,1123,794,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.148.3166_6.jpg,marmot_processed\table_mask\10.1.1.148.3166_6_table_mask.png,marmot_processed\col_mask\10.1.1.148.3166_6_col_mask.png,1123,794,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.148.7837_2.jpg,marmot_processed\table_mask\10.1.1.148.7837_2_table_mask.png,marmot_processed\col_mask\10.1.1.148.7837_2_col_mask.png,1056,816,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.149.4517_5.jpg,marmot_processed\table_mask\10.1.1.149.4517_5_table_mask.png,marmot_processed\col_mask\10.1.1.149.4517_5_col_mask.png,1056,816,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.150.1297_15.jpg,marmot_processed\table_mask\10.1.1.150.1297_15_table_mask.png,marmot_processed\col_mask\10.1.1.150.1297_15_col_mask.png,960,648,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.150.1297_4.jpg,marmot_processed\table_mask\10.1.1.150.1297_4_table_mask.png,marmot_processed\col_mask\10.1.1.150.1297_4_col_mask.png,960,648,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.150.1297_8.jpg,marmot_processed\table_mask\10.1.1.150.1297_8_table_mask.png,marmot_processed\col_mask\10.1.1.150.1297_8_col_mask.png,960,648,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.152.3123_25.jpg,marmot_processed\table_mask\10.1.1.152.3123_25_table_mask.png,marmot_processed\col_mask\10.1.1.152.3123_25_col_mask.png,1056,816,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.153.4083_27.jpg,marmot_processed\table_mask\10.1.1.153.4083_27_table_mask.png,marmot_processed\col_mask\10.1.1.153.4083_27_col_mask.png,1056,816,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.153.4083_28.jpg,marmot_processed\table_mask\10.1.1.153.4083_28_table_mask.png,marmot_processed\col_mask\10.1.1.153.4083_28_col_mask.png,1056,816,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.154.5547_16.jpg,marmot_processed\table_mask\10.1.1.154.5547_16_table_mask.png,marmot_processed\col_mask\10.1.1.154.5547_16_col_mask.png,1123,793,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.154.5547_7.jpg,marmot_processed\table_mask\10.1.1.154.5547_7_table_mask.png,marmot_processed\col_mask\10.1.1.154.5547_7_col_mask.png,1123,793,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.154.7694_15.jpg,marmot_processed\table_mask\10.1.1.154.7694_15_table_mask.png,marmot_processed\col_mask\10.1.1.154.7694_15_col_mask.png,1056,816,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.154.7694_5.jpg,marmot_processed\table_mask\10.1.1.154.7694_5_table_mask.png,marmot_processed\col_mask\10.1.1.154.7694_5_col_mask.png,1056,816,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.159.4108_2.jpg,marmot_processed\table_mask\10.1.1.159.4108_2_table_mask.png,marmot_processed\col_mask\10.1.1.159.4108_2_col_mask.png,1056,816,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.161.7941_4.jpg,marmot_processed\table_mask\10.1.1.161.7941_4_table_mask.png,marmot_processed\col_mask\10.1.1.161.7941_4_col_mask.png,1056,816,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.161.9629_10.jpg,marmot_processed\table_mask\10.1.1.161.9629_10_table_mask.png,marmot_processed\col_mask\10.1.1.161.9629_10_col_mask.png,1123,794,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.161.9629_5.jpg,marmot_processed\table_mask\10.1.1.161.9629_5_table_mask.png,marmot_processed\col_mask\10.1.1.161.9629_5_col_mask.png,1123,794,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.161.9629_8.jpg,marmot_processed\table_mask\10.1.1.161.9629_8_table_mask.png,marmot_processed\col_mask\10.1.1.161.9629_8_col_mask.png,1123,794,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.163.4740_2.jpg,marmot_processed\table_mask\10.1.1.163.4740_2_table_mask.png,marmot_processed\col_mask\10.1.1.163.4740_2_col_mask.png,1056,816,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.165.5288_10.jpg,marmot_processed\table_mask\10.1.1.165.5288_10_table_mask.png,marmot_processed\col_mask\10.1.1.165.5288_10_col_mask.png,1123,794,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.165.5288_11.jpg,marmot_processed\table_mask\10.1.1.165.5288_11_table_mask.png,marmot_processed\col_mask\10.1.1.165.5288_11_col_mask.png,1123,794,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.186.4283_6.jpg,marmot_processed\table_mask\10.1.1.186.4283_6_table_mask.png,marmot_processed\col_mask\10.1.1.186.4283_6_col_mask.png,1056,816,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.186.4283_8.jpg,marmot_processed\table_mask\10.1.1.186.4283_8_table_mask.png,marmot_processed\col_mask\10.1.1.186.4283_8_col_mask.png,1056,816,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.192.1804_11.jpg,marmot_processed\table_mask\10.1.1.192.1804_11_table_mask.png,marmot_processed\col_mask\10.1.1.192.1804_11_col_mask.png,1123,793,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.192.1804_16.jpg,marmot_processed\table_mask\10.1.1.192.1804_16_table_mask.png,marmot_processed\col_mask\10.1.1.192.1804_16_col_mask.png,1123,793,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.192.1804_7.jpg,marmot_processed\table_mask\10.1.1.192.1804_7_table_mask.png,marmot_processed\col_mask\10.1.1.192.1804_7_col_mask.png,1123,793,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.192.1811_9.jpg,marmot_processed\table_mask\10.1.1.192.1811_9_table_mask.png,marmot_processed\col_mask\10.1.1.192.1811_9_col_mask.png,864,672,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.192.1813_3.jpg,marmot_processed\table_mask\10.1.1.192.1813_3_table_mask.png,marmot_processed\col_mask\10.1.1.192.1813_3_col_mask.png,1123,794,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.192.1813_4.jpg,marmot_processed\table_mask\10.1.1.192.1813_4_table_mask.png,marmot_processed\col_mask\10.1.1.192.1813_4_col_mask.png,1123,794,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.192.1814_13.jpg,marmot_processed\table_mask\10.1.1.192.1814_13_table_mask.png,marmot_processed\col_mask\10.1.1.192.1814_13_col_mask.png,864,672,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.192.1814_4.jpg,marmot_processed\table_mask\10.1.1.192.1814_4_table_mask.png,marmot_processed\col_mask\10.1.1.192.1814_4_col_mask.png,864,672,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.192.1816_2.jpg,marmot_processed\table_mask\10.1.1.192.1816_2_table_mask.png,marmot_processed\col_mask\10.1.1.192.1816_2_col_mask.png,1123,793,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.192.1816_3.jpg,marmot_processed\table_mask\10.1.1.192.1816_3_table_mask.png,marmot_processed\col_mask\10.1.1.192.1816_3_col_mask.png,1123,793,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.192.1816_5.jpg,marmot_processed\table_mask\10.1.1.192.1816_5_table_mask.png,marmot_processed\col_mask\10.1.1.192.1816_5_col_mask.png,1123,793,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.192.1817_4.jpg,marmot_processed\table_mask\10.1.1.192.1817_4_table_mask.png,marmot_processed\col_mask\10.1.1.192.1817_4_col_mask.png,1056,816,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.193.1801_2.jpg,marmot_processed\table_mask\10.1.1.193.1801_2_table_mask.png,marmot_processed\col_mask\10.1.1.193.1801_2_col_mask.png,1123,794,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.193.1801_3.jpg,marmot_processed\table_mask\10.1.1.193.1801_3_table_mask.png,marmot_processed\col_mask\10.1.1.193.1801_3_col_mask.png,1123,794,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.193.1805_9.jpg,marmot_processed\table_mask\10.1.1.193.1805_9_table_mask.png,marmot_processed\col_mask\10.1.1.193.1805_9_col_mask.png,1123,793,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.193.1806_2.jpg,marmot_processed\table_mask\10.1.1.193.1806_2_table_mask.png,marmot_processed\col_mask\10.1.1.193.1806_2_col_mask.png,1123,794,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.193.1808_1.jpg,marmot_processed\table_mask\10.1.1.193.1808_1_table_mask.png,marmot_processed\col_mask\10.1.1.193.1808_1_col_mask.png,1123,794,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.193.1808_3.jpg,marmot_processed\table_mask\10.1.1.193.1808_3_table_mask.png,marmot_processed\col_mask\10.1.1.193.1808_3_col_mask.png,1123,794,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.193.1809_7.jpg,marmot_processed\table_mask\10.1.1.193.1809_7_table_mask.png,marmot_processed\col_mask\10.1.1.193.1809_7_col_mask.png,1056,816,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.193.1809_9.jpg,marmot_processed\table_mask\10.1.1.193.1809_9_table_mask.png,marmot_processed\col_mask\10.1.1.193.1809_9_col_mask.png,1056,816,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.193.1812_18.jpg,marmot_processed\table_mask\10.1.1.193.1812_18_table_mask.png,marmot_processed\col_mask\10.1.1.193.1812_18_col_mask.png,1056,816,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.193.1812_25.jpg,marmot_processed\table_mask\10.1.1.193.1812_25_table_mask.png,marmot_processed\col_mask\10.1.1.193.1812_25_col_mask.png,1056,816,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.193.1812_41.jpg,marmot_processed\table_mask\10.1.1.193.1812_41_table_mask.png,marmot_processed\col_mask\10.1.1.193.1812_41_col_mask.png,1056,816,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.193.1813_10.jpg,marmot_processed\table_mask\10.1.1.193.1813_10_table_mask.png,marmot_processed\col_mask\10.1.1.193.1813_10_col_mask.png,1123,793,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.193.1813_16.jpg,marmot_processed\table_mask\10.1.1.193.1813_16_table_mask.png,marmot_processed\col_mask\10.1.1.193.1813_16_col_mask.png,1123,793,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.193.1813_7.jpg,marmot_processed\table_mask\10.1.1.193.1813_7_table_mask.png,marmot_processed\col_mask\10.1.1.193.1813_7_col_mask.png,1123,793,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.193.1813_9.jpg,marmot_processed\table_mask\10.1.1.193.1813_9_table_mask.png,marmot_processed\col_mask\10.1.1.193.1813_9_col_mask.png,1123,793,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.193.1818_2.jpg,marmot_processed\table_mask\10.1.1.193.1818_2_table_mask.png,marmot_processed\col_mask\10.1.1.193.1818_2_col_mask.png,1123,793,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.193.1819_5.jpg,marmot_processed\table_mask\10.1.1.193.1819_5_table_mask.png,marmot_processed\col_mask\10.1.1.193.1819_5_col_mask.png,1123,793,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.20.2070_6.jpg,marmot_processed\table_mask\10.1.1.20.2070_6_table_mask.png,marmot_processed\col_mask\10.1.1.20.2070_6_col_mask.png,1123,793,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.20.2100_3.jpg,marmot_processed\table_mask\10.1.1.20.2100_3_table_mask.png,marmot_processed\col_mask\10.1.1.20.2100_3_col_mask.png,1056,816,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.20.2100_4.jpg,marmot_processed\table_mask\10.1.1.20.2100_4_table_mask.png,marmot_processed\col_mask\10.1.1.20.2100_4_col_mask.png,1056,816,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.20.2130_7.jpg,marmot_processed\table_mask\10.1.1.20.2130_7_table_mask.png,marmot_processed\col_mask\10.1.1.20.2130_7_col_mask.png,1056,816,0,0,0,[],[]
marmot_processed\image_v2\10.1.1.20.2130_9.jpg,marmot_processed\table_mask\10.1.1.20.2130_9_table_mask.png,marmot_processed\col_mask\10.1.1.20.2130_9_col_mask.png,1056,816,0,0,0,[],[]
